date,rental
2021-09-11,104273.0075
2021-09-12,109112.015
2021-09-13,103791.7615625
2021-09-14,112610.53921875
2021-09-15,110124.7878125
2021-09-16,116941.2578125
2021-09-17,110567.87718750001
2021-09-18,113833.2559375
2021-09-19,106536.50093750001
2021-09-20,113816.38968749999
2021-09-21,66171.96671875
2021-09-22,78893.3328125
2021-09-23,110935.92281250001
2021-09-24,113858.79328125
2021-09-25,100975.5690625
2021-09-26,112124.70546875
2021-09-27,110240.49124999999
2021-09-28,84561.86671875001
2021-09-29,23522.4278125
2021-09-30,92136.44968749999
2021-10-01,73433.99437500001
2021-10-02,100719.20546875
2021-10-03,106018.32765625001
2021-10-04,63378.786484375
2021-10-05,86091.66062499999
2021-10-06,46487.354999999996
2021-10-07,50173.343281249996
2021-10-08,52194.778671875
2021-10-09,78070.47218750001
2021-10-10,38167.039296874995
2021-10-11,82922.3575
2021-10-12,95467.00203125
2021-10-13,111015.62453125001
2021-10-14,105266.56109375
2021-10-15,94318.508125
2021-10-16,85666.22421875
2021-10-17,62811.06703125
2021-10-18,57395.368359375
2021-10-19,63502.454218750005
2021-10-20,87826.471875
2021-10-21,87145.8365625
2021-10-22,87501.6234375
2021-10-23,89275.5390625
2021-10-24,87200.3815625
2021-10-25,88349.3353125
2021-10-26,93512.15843750001
2021-10-27,94186.6290625
2021-10-28,92597.37890625
2021-10-29,97376.95140625001
2021-10-30,92492.30015625
2021-10-31,76718.34593750001
2021-11-01,80794.03031249999
2021-11-02,80844.3678125
2021-11-03,83474.0734375
2021-11-04,82694.981875
2021-11-05,91645.66796875
2021-11-06,90135.209375
2021-11-07,87500.335625
2021-11-08,35145.2212890625
2021-11-09,55364.189687499995
2021-11-10,58813.609609374995
2021-11-11,64737.863125
2021-11-12,66021.67
2021-11-13,69945.679375
2021-11-14,77315.4415625
2021-11-15,80785.4478125
2021-11-16,74545.60640625001
2021-11-17,65623.22953124999
2021-11-18,84897.31859375001
2021-11-19,81485.31828125
2021-11-20,77299.51125000001
2021-11-21,41356.596562499995
2021-11-22,52078.0671875
2021-11-23,38732.2725
2021-11-24,57623.1034375
2021-11-25,61169.685312500005
2021-11-26,55367.99453125
2021-11-27,53311.081640625
2021-11-28,52029.800546875005
2021-11-29,69186.36875
2021-11-30,36335.0873046875
2021-12-01,33439.49296875
2021-12-02,49968.27875
2021-12-03,50540.127421875004
2021-12-04,45195.786328125
2021-12-05,47057.97296875
2021-12-06,53686.468828125
2021-12-07,63761.30703125
2021-12-08,63717.43203125
2021-12-09,55558.495859375005
2021-12-10,48563.80546875
2021-12-11,43937.301796875
2021-12-12,39311.493906250005
2021-12-13,28265.668984375
2021-12-14,47223.591796875
2021-12-15,45809.502421875004
2021-12-16,50575.480546875
2021-12-17,28185.543046875
2021-12-18,21043.71353515625
2021-12-19,32441.2850390625
2021-12-20,47121.62359375
2021-12-21,49406.419453124996
2021-12-22,47222.180390625
2021-12-23,44105.786953125
2021-12-24,30204.81375
2021-12-25,24760.2505078125
2021-12-26,23305.441875
2021-12-27,26689.111757812498
2021-12-28,28258.5237890625
2021-12-29,41013.354999999996
2021-12-30,24612.0172265625
2021-12-31,27142.765742187497
