date,rental
2021-07-16,90557.5453125
2021-07-17,83702.57484375
2021-07-18,79754.75
2021-07-19,48077.155390625005
2021-07-20,91359.238125
2021-07-21,73888.77578125
2021-07-22,72799.520234375
2021-07-23,69479.85445312501
2021-07-24,66798.30265625
2021-07-25,65512.331171875
2021-07-26,67556.20601562501
2021-07-27,71168.64
2021-07-28,70939.592109375
2021-07-29,83987.36640625
2021-07-30,73353.73585937501
2021-07-31,62621.83625
2021-08-01,38330.98984375
2021-08-02,72013.34859375001
2021-08-03,84914.43296875
2021-08-04,84793.39359374999
2021-08-05,81740.4534375
2021-08-06,81058.0940625
2021-08-07,88666.015625
2021-08-08,49884.32171875
2021-08-09,93004.22890625
2021-08-10,90001.68828125
2021-08-11,90013.895625
2021-08-12,91489.19234375001
2021-08-13,94063.595
2021-08-14,88011.8596875
2021-08-15,95776.13421875
2021-08-16,97321.45515625
2021-08-17,60507.747812500005
2021-08-18,77268.6034375
2021-08-19,98548.3209375
2021-08-20,98605.4134375
2021-08-21,44783.423203125
2021-08-22,88170.2971875
2021-08-23,41330.22921875
2021-08-24,25823.35890625
2021-08-25,83521.7346875
2021-08-26,72926.65734375
2021-08-27,75329.39328125
2021-08-28,94543.578125
2021-08-29,76678.64578125
2021-08-30,98238.73234375
2021-08-31,23641.78875
2021-09-01,78095.96734375
2021-09-02,102124.6203125
2021-09-03,105189.158125
2021-09-04,114732.2715625
2021-09-05,109957.44328125
2021-09-06,70014.63109375
2021-09-07,17864.3662109375
2021-09-08,84773.27921875
2021-09-09,100897.5925
2021-09-10,102894.545
2021-09-11,104685.0025
2021-09-12,109459.09
2021-09-13,103923.6815625
2021-09-14,112773.06921875
2021-09-15,110553.1278125
2021-09-16,117144.6778125
2021-09-17,110821.6771875
2021-09-18,114312.9459375
2021-09-19,107095.3309375
2021-09-20,113810.8796875
2021-09-21,67893.67671875001
2021-09-22,80289.0078125
2021-09-23,110765.2128125
2021-09-24,113870.06328125
2021-09-25,102330.4840625
2021-09-26,113215.29046875
2021-09-27,110235.83125
2021-09-28,82467.16671875
2021-09-29,23602.2578125
2021-09-30,91981.0396875
2021-10-01,76661.159375
2021-10-02,100848.54046875
2021-10-03,107047.75265625
2021-10-04,63398.231484375
2021-10-05,85758.480625
2021-10-06,46367.485
2021-10-07,50458.36328125
2021-10-08,51116.183671875
2021-10-09,75867.3171875
2021-10-10,38165.204296875
2021-10-11,82141.5975
2021-10-12,95894.62703125
2021-10-13,111529.17453125
2021-10-14,105844.94109375
2021-10-15,93494.708125
2021-10-16,84377.49921875
2021-10-17,62351.79203125
2021-10-18,58771.563359374995
2021-10-19,66242.82421875
2021-10-20,88085.541875
2021-10-21,86955.1815625
2021-10-22,88199.3634375
2021-10-23,89021.7640625
2021-10-24,86933.8515625
2021-10-25,87954.9703125
2021-10-26,93066.6784375
2021-10-27,94129.05906249999
2021-10-28,92787.67390625
2021-10-29,97737.72640625
2021-10-30,92293.92515625
2021-10-31,76039.4309375
2021-11-01,80549.3253125
2021-11-02,81385.5528125
2021-11-03,83634.4784375
2021-11-04,81365.146875
2021-11-05,91028.92296875
2021-11-06,89839.934375
2021-11-07,87203.53562499999
2021-11-08,35105.0412890625
2021-11-09,54696.7046875
2021-11-10,58850.379609375
2021-11-11,63874.408125
2021-11-12,65663.495
2021-11-13,70079.37937499999
2021-11-14,76980.5765625
2021-11-15,79771.7928125
2021-11-16,73886.66140625
2021-11-17,65392.124531249996
2021-11-18,83281.04359375
2021-11-19,81634.53828125
2021-11-20,76286.03125
2021-11-21,40377.456562499996
2021-11-22,51907.862187499995
2021-11-23,39719.082500000004
2021-11-24,56995.8334375
2021-11-25,60795.7403125
2021-11-26,55721.92953125
2021-11-27,53677.951640625004
2021-11-28,50386.650546875
2021-11-29,69168.96375
2021-11-30,36233.0673046875
2021-12-01,35169.47296875
2021-12-02,50232.29375
2021-12-03,50953.682421875
2021-12-04,45723.026328125
2021-12-05,47084.47296875
2021-12-06,52761.438828125
2021-12-07,63466.01703125
2021-12-08,64102.50703125
2021-12-09,55528.160859375
2021-12-10,48367.27046875
2021-12-11,44271.596796875005
2021-12-12,39825.373906249995
2021-12-13,28289.753984375
2021-12-14,46661.936796875
2021-12-15,46153.567421875
2021-12-16,50294.905546875
2021-12-17,27712.443046875
2021-12-18,20988.55353515625
2021-12-19,32858.030039062505
2021-12-20,45830.68359375
2021-12-21,48895.659453125
2021-12-22,47300.305390625
2021-12-23,44231.046953125
2021-12-24,29387.84375
2021-12-25,24991.760507812498
2021-12-26,23471.521875
2021-12-27,26548.791757812498
2021-12-28,28475.5387890625
2021-12-29,41569.8
2021-12-30,24717.9822265625
2021-12-31,27165.7207421875
