date,rental
2021-05-12,95895.11
2021-05-13,99831.26
2021-05-14,101187.14
2021-05-15,47670.28
2021-05-16,15283.98
2021-05-17,44870.6
2021-05-18,93257.67
2021-05-19,93460.49
2021-05-20,82450.78
2021-05-21,49208.73
2021-05-22,94609.49
2021-05-23,93817.39
2021-05-24,95808.96
2021-05-25,64249.32
2021-05-26,91045.92
2021-05-27,45858.29
2021-05-28,44803.01
2021-05-29,88373.3
2021-05-30,60335.96
2021-05-31,66772.43
2021-06-01,68854.16
2021-06-02,104104.94
2021-06-03,44036.91
2021-06-04,97490.06
2021-06-05,98907.93
2021-06-06,103150.97
2021-06-07,100655.82
2021-06-08,105648.4
2021-06-09,103314.75
2021-06-10,60714.19
2021-06-11,64951.34
2021-06-12,102475.0
2021-06-13,102360.43
2021-06-14,104814.6
2021-06-15,79414.68
2021-06-16,104399.41
2021-06-17,99906.88
2021-06-18,38058.57
2021-06-19,101986.16
2021-06-20,100870.09
2021-06-21,103412.37
2021-06-22,103955.98
2021-06-23,62004.29
2021-06-24,103429.14
2021-06-25,104043.33
2021-06-26,64753.74
2021-06-27,62230.78
2021-06-28,98040.22
2021-06-29,64043.84
2021-06-30,65116.83
2021-07-01,101466.46
2021-07-02,94210.78
2021-07-03,59249.47
2021-07-04,16647.19
2021-07-05,98948.96
2021-07-06,102466.43
2021-07-07,53373.32
2021-07-08,67663.19
2021-07-09,90188.57
2021-07-10,83680.59
2021-07-11,73901.25
2021-07-12,88924.9
2021-07-13,86628.68
2021-07-14,87516.6
2021-07-15,87615.79
2021-07-16,88412.79
2021-07-17,92080.02
2021-07-18,89307.14
2021-07-19,53750.26
2021-07-20,90626.29
2021-07-21,87573.08
2021-07-22,85973.54
2021-07-23,83523.73
2021-07-24,83047.83
2021-07-25,82607.33
2021-07-26,82514.36
2021-07-27,81822.08
2021-07-28,81954.76
2021-07-29,84970.28
2021-07-30,86710.05
2021-07-31,60698.07
2021-08-01,38190.89
2021-08-02,72688.08
2021-08-03,84145.2
2021-08-04,85915.91
2021-08-05,86113.4
2021-08-06,85197.54
2021-08-07,93200.71
2021-08-08,52810.92
2021-08-09,92540.19
2021-08-10,90535.5
2021-08-11,89966.26
2021-08-12,90204.76
2021-08-13,94504.29
2021-08-14,93675.29
2021-08-15,96656.76
2021-08-16,94220.8
2021-08-17,59322.66
2021-08-18,70607.69
2021-08-19,98228.07
2021-08-20,95720.1
2021-08-21,45768.22
2021-08-22,86658.97
2021-08-23,45414.62
2021-08-24,19654.09
2021-08-25,79919.33
2021-08-26,72679.3
2021-08-27,77136.11
2021-08-28,91567.69
2021-08-29,78117.09
2021-08-30,93510.05
2021-08-31,18792.03
2021-09-01,73472.4
2021-09-02,107916.76
2021-09-03,111717.31
2021-09-04,112954.21
2021-09-05,110727.35
2021-09-06,64010.12
2021-09-07,15378.34
2021-09-08,84205.59
2021-09-09,104116.6
2021-09-10,101277.44
2021-09-11,103273.76
2021-09-12,109819.09
2021-09-13,109488.49
2021-09-14,111883.75
2021-09-15,111739.71
2021-09-16,113702.46
2021-09-17,111688.21
2021-09-18,111814.58
2021-09-19,109977.12
2021-09-20,113216.15
2021-09-21,64381.64
2021-09-22,69987.07
2021-09-23,111857.51
2021-09-24,112347.13
2021-09-25,98755.26
2021-09-26,112826.2
2021-09-27,109162.33
2021-09-28,79233.49
2021-09-29,19406.36
2021-09-30,95913.89
2021-10-01,63346.24
2021-10-02,103721.56
2021-10-03,108894.88
2021-10-04,63759.67
2021-10-05,84619.31
2021-10-06,46921.63
2021-10-07,49505.83
2021-10-08,51652.04
2021-10-09,78031.13
2021-10-10,38958.22
2021-10-11,84265.57
2021-10-12,96096.7
2021-10-13,109653.71
2021-10-14,102474.82
2021-10-15,93481.07
2021-10-16,83893.11
2021-10-17,68867.02
2021-10-18,53739.67
2021-10-19,56730.0
2021-10-20,83108.71
2021-10-21,80829.41
2021-10-22,86264.57
2021-10-23,90920.39
2021-10-24,89830.96
2021-10-25,88268.47
2021-10-26,91557.12
2021-10-27,94316.55
2021-10-28,92383.35
2021-10-29,97600.35
2021-10-30,94114.8
2021-10-31,80862.94
2021-11-01,86578.31
2021-11-02,85493.38
2021-11-03,88046.77
2021-11-04,87478.13
2021-11-05,89700.62
2021-11-06,91853.32
2021-11-07,90455.35
2021-11-08,40458.88
2021-11-09,50158.66
2021-11-10,60026.8
2021-11-11,65439.2
2021-11-12,64220.25
2021-11-13,65538.24
2021-11-14,86236.25
2021-11-15,82536.57
2021-11-16,68084.36
2021-11-17,62719.89
2021-11-18,82041.08
2021-11-19,81084.82
2021-11-20,75312.16
2021-11-21,42648.38
2021-11-22,46028.28
2021-11-23,39038.34
2021-11-24,53901.2
2021-11-25,57000.19
2021-11-26,55855.66
2021-11-27,54319.47
2021-11-28,53452.43
2021-11-29,61365.13
2021-11-30,35973.84
2021-12-01,35212.51
2021-12-02,47248.19
2021-12-03,49280.28
2021-12-04,50648.41
2021-12-05,48987.08
2021-12-06,47073.0
2021-12-07,54575.59
2021-12-08,60155.83
2021-12-09,51965.63
2021-12-10,44659.66
2021-12-11,48353.13
2021-12-12,42237.66
2021-12-13,30606.19
2021-12-14,46130.5
2021-12-15,41679.88
2021-12-16,47535.96
2021-12-17,28358.15
2021-12-18,27415.71
2021-12-19,34783.41
2021-12-20,45657.41
2021-12-21,44722.69
2021-12-22,47889.49
2021-12-23,45423.32
2021-12-24,32201.41
2021-12-25,25940.37
2021-12-26,30621.33
2021-12-27,29186.02
2021-12-28,28685.94
2021-12-29,42299.72
2021-12-30,26694.25
2021-12-31,30206.63
